date,product,units_sold,unit_price,cogs_per_unit,fulfilment_cost_per_unit,marketing_spend,returns_rate,revenue,cogs,returns_cost,fulfilment_cost,gross_profit,net_profit,month
2023-05-12,Product B,66,40,23,4,224.41,0.033,2640,1518,87.12,264,1122,546.47,2023-05
2023-05-12,Product C,43,60,32,5,242.79,0.016,2580,1376,41.28,215,1204,704.9300000000001,2023-05
2023-05-12,Product D,23,90,48,7,224.42,0.016,2070,1104,33.12,161,966,547.46,2023-05
2023-05-13,Product A,85,25,13,3,392.21,0.053,2125,1105,112.625,255,1020,260.165,2023-05
2023-05-13,Product B,73,40,23,4,319.17,0.039,2920,1679,113.88,292,1241,515.95,2023-05
2023-05-13,Product C,36,60,32,5,216.93,0.024,2160,1152,51.84,180,1008,559.23,2023-05
2023-05-13,Product D,27,90,48,7,226.98,0.014,2430,1296,34.02,189,1134,684.0,2023-05
2023-05-14,Product A,72,25,13,3,330.96,0.071,1800,936,127.79999999999998,216,864,189.24000000000007,2023-05
2023-05-14,Product B,75,40,23,4,271.96,0.044,3000,1725,132.0,300,1275,571.04,2023-05
2023-05-14,Product C,38,60,32,5,247.04,0.032,2280,1216,72.96000000000001,190,1064,554.0,2023-05
2023-05-14,Product D,26,90,48,7,221.13,0.014,2340,1248,32.76,182,1092,656.11,2023-05
2023-05-15,Product A,84,25,13,3,358.12,0.054,2100,1092,113.4,252,1008,284.48,2023-05
2023-05-15,Product B,84,40,23,4,309.9,0.042,3360,1932,141.12,336,1428,640.98,2023-05
2023-05-15,Product C,39,60,32,5,238.69,0.02,2340,1248,46.800000000000004,195,1092,611.51,2023-05
2023-05-15,Product D,20,90,48,7,257.52,0.025,1800,960,45.0,140,840,397.48,2023-05
2023-05-16,Product A,96,25,13,3,400.81,0.068,2400,1248,163.20000000000002,288,1152,299.98999999999995,2023-05
2023-05-16,Product B,74,40,23,4,330.45,0.059,2960,1702,174.64,296,1258,456.91,2023-05
2023-05-16,Product C,42,60,32,5,297.83,0.016,2520,1344,40.32,210,1176,627.8499999999999,2023-05
2023-05-16,Product D,21,90,48,7,200.35,0.023,1890,1008,43.47,147,882,491.17999999999995,2023-05
2023-05-17,Product A,94,25,13,3,380.01,0.052,2350,1222,122.19999999999999,282,1128,343.78999999999996,2023-05
2023-05-17,Product B,73,40,23,4,304.99,0.036,2920,1679,105.11999999999999,292,1241,538.89,2023-05
2023-05-17,Product C,41,60,32,5,271.55,0.016,2460,1312,39.36,205,1148,632.0899999999999,2023-05
2023-05-17,Product D,20,90,48,7,260.7,0.012,1800,960,21.6,140,840,417.7,2023-05
2023-05-18,Product A,108,25,13,3,375.06,0.075,2700,1404,202.5,324,1296,394.44,2023-05
2023-05-18,Product B,78,40,23,4,337.83,0.031,3120,1794,96.72,312,1326,579.45,2023-05
2023-05-18,Product C,33,60,32,5,196.21,0.018,1980,1056,35.64,165,924,527.15,2023-05
2023-05-18,Product D,22,90,48,7,278.71,0.016,1980,1056,31.68,154,924,459.61000000000007,2023-05
2023-05-19,Product A,86,25,13,3,268.85,0.086,2150,1118,184.89999999999998,258,1032,320.25,2023-05
2023-05-19,Product B,70,40,23,4,296.52,0.039,2800,1610,109.2,280,1190,504.28,2023-05
2023-05-19,Product C,36,60,32,5,273.76,0.018,2160,1152,38.879999999999995,180,1008,515.36,2023-05
2023-05-19,Product D,21,90,48,7,292.63,0.014,1890,1008,26.46,147,882,415.90999999999997,2023-05
2023-05-20,Product A,97,25,13,3,316.94,0.077,2425,1261,186.725,291,1164,369.335,2023-05
2023-05-20,Product B,60,40,23,4,268.12,0.041,2400,1380,98.4,240,1020,413.48,2023-05
2023-05-20,Product C,28,60,32,5,283.37,0.028,1680,896,47.04,140,784,313.59000000000003,2023-05
2023-05-20,Product D,24,90,48,7,209.48,0.014,2160,1152,30.240000000000002,168,1008,600.28,2023-05
2023-05-21,Product A,85,25,13,3,453.14,0.09,2125,1105,191.25,255,1020,120.61000000000001,2023-05
2023-05-21,Product B,63,40,23,4,300.71,0.054,2520,1449,136.08,252,1071,382.21,2023-05
2023-05-21,Product C,31,60,32,5,293.26,0.032,1860,992,59.52,155,868,360.22,2023-05
2023-05-21,Product D,21,90,48,7,182.21,0.018,1890,1008,34.019999999999996,147,882,518.77,2023-05
2023-05-22,Product A,98,25,13,3,359.49,0.085,2450,1274,208.25000000000003,294,1176,314.26,2023-05
2023-05-22,Product B,78,40,23,4,287.32,0.052,3120,1794,162.23999999999998,312,1326,564.44,2023-05
2023-05-22,Product C,43,60,32,5,247.61,0.029,2580,1376,74.82000000000001,215,1204,666.5699999999999,2023-05
2023-05-22,Product D,16,90,48,7,264.15,0.022,1440,768,31.68,112,672,264.1700000000001,2023-05
2023-05-23,Product A,80,25,13,3,317.64,0.058,2000,1040,116.0,240,960,286.36,2023-05
2023-05-23,Product B,43,40,23,4,158.38,0.044,1720,989,75.67999999999999,172,731,324.94,2023-05
2023-05-23,Product C,30,60,32,5,250.82,0.028,1800,960,50.4,150,840,388.78000000000003,2023-05
2023-05-23,Product D,26,90,48,7,191.92,0.012,2340,1248,28.080000000000002,182,1092,690.0,2023-05
2023-05-24,Product A,107,25,13,3,340.54,0.089,2675,1391,238.075,321,1284,384.38499999999993,2023-05
2023-05-24,Product B,68,40,23,4,247.24,0.05,2720,1564,136.0,272,1156,500.76,2023-05
2023-05-24,Product C,36,60,32,5,232.02,0.023,2160,1152,49.68,180,1008,546.3000000000001,2023-05
2023-05-24,Product D,26,90,48,7,238.44,0.019,2340,1248,44.46,182,1092,627.0999999999999,2023-05
2023-05-25,Product A,100,25,13,3,321.85,0.066,2500,1300,165.0,300,1200,413.15,2023-05
2023-05-25,Product B,72,40,23,4,298.06,0.056,2880,1656,161.28,288,1224,476.66,2023-05
2023-05-25,Product C,47,60,32,5,264.47,0.024,2820,1504,67.68,235,1316,748.8499999999999,2023-05
2023-05-25,Product D,26,90,48,7,220.68,0.013,2340,1248,30.419999999999998,182,1092,658.9000000000001,2023-05
2023-05-26,Product A,102,25,13,3,407.47,0.082,2550,1326,209.10000000000002,306,1224,301.42999999999995,2023-05
2023-05-26,Product B,74,40,23,4,285.75,0.033,2960,1702,97.68,296,1258,578.5699999999999,2023-05
2023-05-26,Product C,36,60,32,5,271.8,0.028,2160,1152,60.480000000000004,180,1008,495.71999999999997,2023-05
2023-05-26,Product D,28,90,48,7,228.73,0.021,2520,1344,52.92,196,1176,698.35,2023-05
2023-05-27,Product A,99,25,13,3,291.51,0.084,2475,1287,207.9,297,1188,391.59000000000003,2023-05
2023-05-27,Product B,74,40,23,4,314.58,0.047,2960,1702,139.12,296,1258,508.3,2023-05
2023-05-27,Product C,27,60,32,5,244.0,0.021,1620,864,34.02,135,756,342.98,2023-05
2023-05-27,Product D,25,90,48,7,245.87,0.014,2250,1200,31.5,175,1050,597.63,2023-05
2023-05-28,Product A,96,25,13,3,254.25,0.064,2400,1248,153.6,288,1152,456.15,2023-05
2023-05-28,Product B,65,40,23,4,287.61,0.057,2600,1495,148.20000000000002,260,1105,409.18999999999994,2023-05
2023-05-28,Product C,33,60,32,5,269.65,0.028,1980,1056,55.44,165,924,433.90999999999997,2023-05
2023-05-28,Product D,27,90,48,7,241.69,0.014,2430,1296,34.02,189,1134,669.29,2023-05
2023-05-29,Product A,115,25,13,3,310.78,0.075,2875,1495,215.625,345,1380,508.595,2023-05
2023-05-29,Product B,67,40,23,4,323.97,0.058,2680,1541,155.44,268,1139,391.5899999999999,2023-05
2023-05-29,Product C,41,60,32,5,254.34,0.02,2460,1312,49.2,205,1148,639.4599999999999,2023-05
2023-05-29,Product D,22,90,48,7,201.73,0.018,1980,1056,35.64,154,924,532.63,2023-05
2023-05-30,Product A,84,25,13,3,363.97,0.055,2100,1092,115.5,252,1008,276.53,2023-05
2023-05-30,Product B,72,40,23,4,348.39,0.058,2880,1656,167.04000000000002,288,1224,420.57000000000005,2023-05
2023-05-30,Product C,40,60,32,5,324.38,0.02,2400,1280,48.0,200,1120,547.62,2023-05
2023-05-30,Product D,26,90,48,7,219.66,0.022,2340,1248,51.48,182,1092,638.86,2023-05
2023-05-31,Product A,95,25,13,3,288.93,0.058,2375,1235,137.75,285,1140,428.32,2023-05
2023-05-31,Product B,76,40,23,4,366.26,0.035,3040,1748,106.4,304,1292,515.34,2023-05
2023-05-31,Product C,43,60,32,5,272.21,0.029,2580,1376,74.82000000000001,215,1204,641.97,2023-05
2023-05-31,Product D,29,90,48,7,143.31,0.013,2610,1392,33.93,203,1218,837.76,2023-05
2023-06-01,Product A,100,25,13,3,423.8,0.053,2500,1300,132.5,300,1200,343.7,2023-06
2023-06-01,Product B,67,40,23,4,233.27,0.047,2680,1541,125.96,268,1139,511.77,2023-06
2023-06-01,Product C,39,60,32,5,302.4,0.034,2340,1248,79.56,195,1092,515.0400000000001,2023-06
2023-06-01,Product D,26,90,48,7,259.17,0.022,2340,1248,51.48,182,1092,599.3499999999999,2023-06
2023-06-02,Product A,88,25,13,3,224.85,0.064,2200,1144,140.8,264,1056,426.35,2023-06
2023-06-02,Product B,69,40,23,4,292.64,0.031,2760,1587,85.56,276,1173,518.8000000000001,2023-06
2023-06-02,Product C,28,60,32,5,282.67,0.026,1680,896,43.68,140,784,317.65000000000003,2023-06
2023-06-02,Product D,24,90,48,7,204.13,0.02,2160,1152,43.2,168,1008,592.67,2023-06
2023-06-03,Product A,112,25,13,3,379.27,0.05,2800,1456,140.0,336,1344,488.73,2023-06
2023-06-03,Product B,75,40,23,4,402.11,0.044,3000,1725,132.0,300,1275,440.89,2023-06
2023-06-03,Product C,47,60,32,5,242.39,0.034,2820,1504,95.88000000000001,235,1316,742.73,2023-06
2023-06-03,Product D,25,90,48,7,303.8,0.019,2250,1200,42.75,175,1050,528.45,2023-06
2023-06-04,Product A,120,25,13,3,372.99,0.08,3000,1560,240.0,360,1440,467.01,2023-06
2023-06-04,Product B,62,40,23,4,298.9,0.056,2480,1426,138.88,248,1054,368.22,2023-06
2023-06-04,Product C,32,60,32,5,260.78,0.019,1920,1024,36.48,160,896,438.74,2023-06
2023-06-04,Product D,23,90,48,7,276.27,0.014,2070,1104,28.98,161,966,499.75,2023-06
2023-06-05,Product A,86,25,13,3,336.82,0.085,2150,1118,182.75,258,1032,254.43,2023-06
2023-06-05,Product B,70,40,23,4,306.8,0.031,2800,1610,86.8,280,1190,516.4000000000001,2023-06
2023-06-05,Product C,42,60,32,5,280.2,0.024,2520,1344,60.480000000000004,210,1176,625.3199999999999,2023-06
2023-06-05,Product D,23,90,48,7,207.89,0.014,2070,1104,28.98,161,966,568.13,2023-06
2023-06-06,Product A,91,25,13,3,354.08,0.079,2275,1183,179.725,273,1092,285.195,2023-06
2023-06-06,Product B,69,40,23,4,304.05,0.03,2760,1587,82.8,276,1173,510.15000000000003,2023-06
2023-06-06,Product C,37,60,32,5,236.42,0.034,2220,1184,75.48,185,1036,539.1,2023-06
2023-06-06,Product D,27,90,48,7,196.07,0.01,2430,1296,24.3,189,1134,724.6300000000001,2023-06
2023-06-07,Product A,102,25,13,3,355.87,0.07,2550,1326,178.50000000000003,306,1224,383.63,2023-06
2023-06-07,Product B,73,40,23,4,267.05,0.06,2920,1679,175.2,292,1241,506.74999999999994,2023-06
2023-06-07,Product C,42,60,32,5,264.94,0.024,2520,1344,60.480000000000004,210,1176,640.5799999999999,2023-06
2023-06-07,Product D,24,90,48,7,219.62,0.017,2160,1152,36.720000000000006,168,1008,583.66,2023-06
2023-06-08,Product A,104,25,13,3,225.52,0.065,2600,1352,169.0,312,1248,541.48,2023-06
2023-06-08,Product B,77,40,23,4,243.6,0.041,3080,1771,126.28,308,1309,631.12,2023-06
2023-06-08,Product C,32,60,32,5,260.63,0.022,1920,1024,42.239999999999995,160,896,433.13,2023-06
2023-06-08,Product D,23,90,48,7,280.59,0.022,2070,1104,45.54,161,966,478.87000000000006,2023-06
2023-06-09,Product A,79,25,13,3,324.28,0.055,1975,1027,108.625,237,948,278.095,2023-06
2023-06-09,Product B,77,40,23,4,341.36,0.034,3080,1771,104.72000000000001,308,1309,554.92,2023-06
2023-06-09,Product C,37,60,32,5,280.17,0.025,2220,1184,55.5,185,1036,515.3299999999999,2023-06
2023-06-09,Product D,23,90,48,7,182.43,0.02,2070,1104,41.4,161,966,581.1700000000001,2023-06
2023-06-10,Product A,123,25,13,3,380.37,0.076,3075,1599,233.7,369,1476,492.92999999999995,2023-06
2023-06-10,Product B,86,40,23,4,257.88,0.057,3440,1978,196.08,344,1462,664.04,2023-06
2023-06-10,Product C,41,60,32,5,238.46,0.018,2460,1312,44.279999999999994,205,1148,660.26,2023-06
2023-06-10,Product D,20,90,48,7,192.73,0.021,1800,960,37.800000000000004,140,840,469.47,2023-06
2023-06-11,Product A,114,25,13,3,317.13,0.076,2850,1482,216.6,342,1368,492.27,2023-06
2023-06-11,Product B,91,40,23,4,236.86,0.037,3640,2093,134.68,364,1547,811.4599999999999,2023-06
2023-06-11,Product C,45,60,32,5,314.54,0.023,2700,1440,62.1,225,1260,658.3599999999999,2023-06
2023-06-11,Product D,28,90,48,7,246.56,0.013,2520,1344,32.76,196,1176,700.6800000000001,2023-06
2023-06-12,Product A,111,25,13,3,383.21,0.059,2775,1443,163.725,333,1332,452.065,2023-06
2023-06-12,Product B,62,40,23,4,361.69,0.033,2480,1426,81.84,248,1054,362.46999999999997,2023-06
2023-06-12,Product C,31,60,32,5,281.61,0.02,1860,992,37.2,155,868,394.18999999999994,2023-06
2023-06-12,Product D,21,90,48,7,219.68,0.016,1890,1008,30.240000000000002,147,882,485.08,2023-06
2023-06-13,Product A,107,25,13,3,245.19,0.09,2675,1391,240.75,321,1284,477.06,2023-06
2023-06-13,Product B,79,40,23,4,259.92,0.056,3160,1817,176.96,316,1343,590.1199999999999,2023-06
2023-06-13,Product C,30,60,32,5,326.99,0.03,1800,960,54.0,150,840,309.01,2023-06
2023-06-13,Product D,18,90,48,7,251.32,0.014,1620,864,22.68,126,756,356.00000000000006,2023-06
2023-06-14,Product A,101,25,13,3,356.85,0.067,2525,1313,169.175,303,1212,382.975,2023-06
2023-06-14,Product B,57,40,23,4,243.72,0.058,2280,1311,132.24,228,969,365.03999999999996,2023-06
2023-06-14,Product C,49,60,32,5,237.71,0.034,2940,1568,99.96000000000001,245,1372,789.3299999999999,2023-06
2023-06-14,Product D,23,90,48,7,167.06,0.013,2070,1104,26.91,161,966,611.03,2023-06
2023-06-15,Product A,86,25,13,3,219.32,0.051,2150,1118,109.64999999999999,258,1032,445.03000000000003,2023-06
2023-06-15,Product B,71,40,23,4,336.65,0.035,2840,1633,99.4,284,1207,486.95000000000005,2023-06
2023-06-15,Product C,34,60,32,5,306.01,0.03,2040,1088,61.199999999999996,170,952,414.78999999999996,2023-06
2023-06-15,Product D,28,90,48,7,150.84,0.015,2520,1344,37.8,196,1176,791.36,2023-06
2023-06-16,Product A,102,25,13,3,278.58,0.07,2550,1326,178.50000000000003,306,1224,460.92,2023-06
2023-06-16,Product B,75,40,23,4,211.3,0.049,3000,1725,147.0,300,1275,616.7,2023-06
2023-06-16,Product C,41,60,32,5,307.36,0.021,2460,1312,51.660000000000004,205,1148,583.98,2023-06
2023-06-16,Product D,25,90,48,7,281.89,0.018,2250,1200,40.5,175,1050,552.61,2023-06
2023-06-17,Product A,96,25,13,3,356.65,0.063,2400,1248,151.2,288,1152,356.15,2023-06
2023-06-17,Product B,81,40,23,4,332.98,0.039,3240,1863,126.36,324,1377,593.66,2023-06
2023-06-17,Product C,36,60,32,5,275.27,0.03,2160,1152,64.8,180,1008,487.93000000000006,2023-06
2023-06-17,Product D,24,90,48,7,258.46,0.024,2160,1152,51.84,168,1008,529.7,2023-06
2023-06-18,Product A,73,25,13,3,394.71,0.084,1825,949,153.3,219,876,108.99000000000001,2023-06
2023-06-18,Product B,67,40,23,4,236.22,0.043,2680,1541,115.24,268,1139,519.54,2023-06
2023-06-18,Product C,39,60,32,5,293.67,0.034,2340,1248,79.56,195,1092,523.77,2023-06
2023-06-18,Product D,18,90,48,7,245.5,0.019,1620,864,30.779999999999998,126,756,353.72,2023-06
2023-06-19,Product A,108,25,13,3,387.59,0.06,2700,1404,162.0,324,1296,422.41,2023-06
2023-06-19,Product B,65,40,23,4,300.65,0.052,2600,1495,135.2,260,1105,409.15,2023-06
2023-06-19,Product C,37,60,32,5,245.85,0.024,2220,1184,53.28,185,1036,551.87,2023-06
2023-06-19,Product D,28,90,48,7,236.41,0.012,2520,1344,30.240000000000002,196,1176,713.35,2023-06
2023-06-20,Product A,100,25,13,3,388.32,0.087,2500,1300,217.49999999999997,300,1200,294.18,2023-06
2023-06-20,Product B,79,40,23,4,337.35,0.053,3160,1817,167.48,316,1343,522.17,2023-06
2023-06-20,Product C,38,60,32,5,245.02,0.025,2280,1216,57.0,190,1064,571.98,2023-06
2023-06-20,Product D,19,90,48,7,233.69,0.017,1710,912,29.070000000000004,133,798,402.23999999999995,2023-06
2023-06-21,Product A,117,25,13,3,442.42,0.064,2925,1521,187.20000000000002,351,1404,423.37999999999994,2023-06
2023-06-21,Product B,73,40,23,4,286.17,0.032,2920,1679,93.44,292,1241,569.3899999999999,2023-06
2023-06-21,Product C,37,60,32,5,268.82,0.031,2220,1184,68.82,185,1036,513.3600000000001,2023-06
2023-06-21,Product D,24,90,48,7,223.26,0.014,2160,1152,30.240000000000002,168,1008,586.5,2023-06
2023-06-22,Product A,107,25,13,3,340.77,0.069,2675,1391,184.57500000000002,321,1284,437.655,2023-06
2023-06-22,Product B,74,40,23,4,318.34,0.052,2960,1702,153.92,296,1258,489.74000000000007,2023-06
2023-06-22,Product C,47,60,32,5,269.26,0.021,2820,1504,59.220000000000006,235,1316,752.52,2023-06
2023-06-22,Product D,24,90,48,7,252.85,0.017,2160,1152,36.720000000000006,168,1008,550.43,2023-06
2023-06-23,Product A,92,25,13,3,301.65,0.054,2300,1196,124.2,276,1104,402.15,2023-06
2023-06-23,Product B,65,40,23,4,226.07,0.053,2600,1495,137.79999999999998,260,1105,481.13000000000005,2023-06
2023-06-23,Product C,30,60,32,5,261.84,0.031,1800,960,55.8,150,840,372.36000000000007,2023-06
2023-06-23,Product D,34,90,48,7,208.04,0.013,3060,1632,39.78,238,1428,942.1800000000001,2023-06
2023-06-24,Product A,96,25,13,3,260.36,0.061,2400,1248,146.4,288,1152,457.24,2023-06
2023-06-24,Product B,69,40,23,4,326.2,0.059,2760,1587,162.84,276,1173,407.96,2023-06
2023-06-24,Product C,38,60,32,5,251.31,0.027,2280,1216,61.56,190,1064,561.1300000000001,2023-06
2023-06-24,Product D,23,90,48,7,183.73,0.023,2070,1104,47.61,161,966,573.66,2023-06
2023-06-25,Product A,108,25,13,3,324.45,0.052,2700,1404,140.4,324,1296,507.15000000000003,2023-06
2023-06-25,Product B,55,40,23,4,269.81,0.041,2200,1265,90.2,220,935,354.98999999999995,2023-06
2023-06-25,Product C,38,60,32,5,252.38,0.026,2280,1216,59.279999999999994,190,1064,562.34,2023-06
2023-06-25,Product D,24,90,48,7,168.7,0.023,2160,1152,49.68,168,1008,621.6200000000001,2023-06
2023-06-26,Product A,98,25,13,3,362.14,0.065,2450,1274,159.25,294,1176,360.61,2023-06
2023-06-26,Product B,60,40,23,4,283.43,0.031,2400,1380,74.4,240,1020,422.17,2023-06
2023-06-26,Product C,34,60,32,5,247.25,0.025,2040,1088,51.0,170,952,483.75,2023-06
2023-06-26,Product D,25,90,48,7,174.4,0.018,2250,1200,40.5,175,1050,660.1,2023-06
2023-06-27,Product A,88,25,13,3,308.93,0.078,2200,1144,171.6,264,1056,311.46999999999997,2023-06
2023-06-27,Product B,76,40,23,4,174.67,0.031,3040,1748,94.24,304,1292,719.09,2023-06
2023-06-27,Product C,41,60,32,5,250.47,0.025,2460,1312,61.5,205,1148,631.03,2023-06
2023-06-27,Product D,31,90,48,7,270.47,0.011,2790,1488,30.689999999999998,217,1302,783.8399999999999,2023-06
2023-06-28,Product A,74,25,13,3,391.05,0.089,1850,962,164.65,222,888,110.30000000000001,2023-06
2023-06-28,Product B,69,40,23,4,216.28,0.046,2760,1587,126.96,276,1173,553.76,2023-06
2023-06-28,Product C,33,60,32,5,243.2,0.028,1980,1056,55.44,165,924,460.35999999999996,2023-06
2023-06-28,Product D,30,90,48,7,145.66,0.018,2700,1440,48.599999999999994,210,1260,855.74,2023-06
2023-06-29,Product A,92,25,13,3,316.08,0.066,2300,1196,151.8,276,1104,360.12000000000006,2023-06
2023-06-29,Product B,63,40,23,4,268.43,0.044,2520,1449,110.88,252,1071,439.69,2023-06
2023-06-29,Product C,35,60,32,5,244.54,0.022,2100,1120,46.199999999999996,175,980,514.26,2023-06
2023-06-29,Product D,26,90,48,7,231.25,0.019,2340,1248,44.46,182,1092,634.29,2023-06
2023-06-30,Product A,86,25,13,3,450.34,0.087,2150,1118,187.04999999999998,258,1032,136.61000000000007,2023-06
2023-06-30,Product B,68,40,23,4,350.34,0.031,2720,1564,84.32,272,1156,449.3400000000001,2023-06
2023-06-30,Product C,38,60,32,5,302.41,0.023,2280,1216,52.44,190,1064,519.1499999999999,2023-06
2023-06-30,Product D,24,90,48,7,234.21,0.019,2160,1152,41.04,168,1008,564.75,2023-06
2023-07-01,Product A,111,25,13,3,284.06,0.067,2775,1443,185.925,333,1332,529.0150000000001,2023-07
2023-07-01,Product B,72,40,23,4,320.16,0.032,2880,1656,92.16,288,1224,523.6800000000001,2023-07
2023-07-01,Product C,46,60,32,5,196.78,0.017,2760,1472,46.92,230,1288,814.3000000000001,2023-07
2023-07-01,Product D,32,90,48,7,249.18,0.016,2880,1536,46.08,224,1344,824.74,2023-07
2023-07-02,Product A,105,25,13,3,351.52,0.088,2625,1365,231.0,315,1260,362.48,2023-07
2023-07-02,Product B,78,40,23,4,405.26,0.054,3120,1794,168.48,312,1326,440.26,2023-07
2023-07-02,Product C,40,60,32,5,260.03,0.015,2400,1280,36.0,200,1120,623.97,2023-07
2023-07-02,Product D,19,90,48,7,237.02,0.012,1710,912,20.52,133,798,407.46000000000004,2023-07
2023-07-03,Product A,128,25,13,3,373.57,0.058,3200,1664,185.60000000000002,384,1536,592.8299999999999,2023-07
2023-07-03,Product B,72,40,23,4,325.94,0.05,2880,1656,144.0,288,1224,466.06,2023-07
2023-07-03,Product C,34,60,32,5,238.08,0.021,2040,1088,42.84,170,952,501.0799999999999,2023-07
2023-07-03,Product D,28,90,48,7,258.3,0.02,2520,1344,50.4,196,1176,671.3,2023-07
2023-07-04,Product A,102,25,13,3,407.84,0.063,2550,1326,160.65,306,1224,349.51000000000005,2023-07
2023-07-04,Product B,69,40,23,4,224.67,0.038,2760,1587,104.88,276,1173,567.45,2023-07
2023-07-04,Product C,32,60,32,5,192.2,0.025,1920,1024,48.0,160,896,495.8,2023-07
2023-07-04,Product D,28,90,48,7,273.65,0.02,2520,1344,50.4,196,1176,655.95,2023-07
2023-07-05,Product A,100,25,13,3,401.26,0.071,2500,1300,177.49999999999997,300,1200,321.24,2023-07
2023-07-05,Product B,80,40,23,4,336.12,0.053,3200,1840,169.6,320,1360,534.28,2023-07
2023-07-05,Product C,43,60,32,5,199.66,0.022,2580,1376,56.76,215,1204,732.58,2023-07
2023-07-05,Product D,27,90,48,7,231.21,0.016,2430,1296,38.88,189,1134,674.91,2023-07
2023-07-06,Product A,101,25,13,3,257.13,0.05,2525,1313,126.25,303,1212,525.62,2023-07
2023-07-06,Product B,72,40,23,4,256.44,0.034,2880,1656,97.92,288,1224,581.6400000000001,2023-07
2023-07-06,Product C,40,60,32,5,269.22,0.024,2400,1280,57.6,200,1120,593.18,2023-07
2023-07-06,Product D,27,90,48,7,175.72,0.016,2430,1296,38.88,189,1134,730.4,2023-07
2023-07-07,Product A,114,25,13,3,299.78,0.075,2850,1482,213.75,342,1368,512.47,2023-07
2023-07-07,Product B,73,40,23,4,374.9,0.052,2920,1679,151.84,292,1241,422.26,2023-07
2023-07-07,Product C,35,60,32,5,237.15,0.033,2100,1120,69.3,175,980,498.55000000000007,2023-07
2023-07-07,Product D,29,90,48,7,212.3,0.013,2610,1392,33.93,203,1218,768.77,2023-07
2023-07-08,Product A,127,25,13,3,296.98,0.06,3175,1651,190.5,381,1524,655.52,2023-07
2023-07-08,Product B,75,40,23,4,254.1,0.058,3000,1725,174.0,300,1275,546.9,2023-07
2023-07-08,Product C,33,60,32,5,235.53,0.026,1980,1056,51.48,165,924,471.99,2023-07
2023-07-08,Product D,25,90,48,7,210.78,0.02,2250,1200,45.0,175,1050,619.22,2023-07
2023-07-09,Product A,116,25,13,3,331.67,0.083,2900,1508,240.70000000000002,348,1392,471.62999999999994,2023-07
2023-07-09,Product B,66,40,23,4,246.18,0.043,2640,1518,113.52,264,1122,498.3,2023-07
2023-07-09,Product C,38,60,32,5,216.11,0.028,2280,1216,63.84,190,1064,594.05,2023-07
2023-07-09,Product D,31,90,48,7,224.41,0.016,2790,1488,44.64,217,1302,815.9499999999999,2023-07
2023-07-10,Product A,94,25,13,3,251.52,0.07,2350,1222,164.50000000000003,282,1128,429.98,2023-07
2023-07-10,Product B,83,40,23,4,283.61,0.054,3320,1909,179.28,332,1411,616.11,2023-07
2023-07-10,Product C,40,60,32,5,160.49,0.015,2400,1280,36.0,200,1120,723.51,2023-07
2023-07-10,Product D,29,90,48,7,187.13,0.011,2610,1392,28.709999999999997,203,1218,799.16,2023-07
2023-07-11,Product A,98,25,13,3,379.87,0.061,2450,1274,149.45,294,1176,352.67999999999995,2023-07
2023-07-11,Product B,80,40,23,4,189.74,0.035,3200,1840,112.00000000000001,320,1360,738.26,2023-07
2023-07-11,Product C,45,60,32,5,272.33,0.028,2700,1440,75.60000000000001,225,1260,687.0699999999999,2023-07
2023-07-11,Product D,26,90,48,7,182.13,0.01,2340,1248,23.400000000000002,182,1092,704.47,2023-07
2023-07-12,Product A,116,25,13,3,338.99,0.079,2900,1508,229.1,348,1392,475.90999999999997,2023-07
2023-07-12,Product B,74,40,23,4,334.94,0.044,2960,1702,130.23999999999998,296,1258,496.82,2023-07
2023-07-12,Product C,34,60,32,5,214.64,0.033,2040,1088,67.32000000000001,170,952,500.03999999999996,2023-07
2023-07-12,Product D,24,90,48,7,254.25,0.011,2160,1152,23.759999999999998,168,1008,561.99,2023-07
2023-07-13,Product A,103,25,13,3,422.73,0.069,2575,1339,177.675,309,1236,326.595,2023-07
2023-07-13,Product B,78,40,23,4,299.62,0.042,3120,1794,131.04000000000002,312,1326,583.34,2023-07
2023-07-13,Product C,45,60,32,5,205.67,0.02,2700,1440,54.0,225,1260,775.33,2023-07
2023-07-13,Product D,25,90,48,7,216.02,0.012,2250,1200,27.0,175,1050,631.98,2023-07
2023-07-14,Product A,104,25,13,3,340.1,0.063,2600,1352,163.8,312,1248,432.1,2023-07
2023-07-14,Product B,83,40,23,4,336.72,0.047,3320,1909,156.04,332,1411,586.24,2023-07
2023-07-14,Product C,43,60,32,5,287.33,0.021,2580,1376,54.18000000000001,215,1204,647.49,2023-07
2023-07-14,Product D,31,90,48,7,264.6,0.023,2790,1488,64.17,217,1302,756.23,2023-07
2023-07-15,Product A,103,25,13,3,415.91,0.053,2575,1339,136.475,309,1236,374.61499999999995,2023-07
2023-07-15,Product B,73,40,23,4,293.67,0.045,2920,1679,131.4,292,1241,523.9300000000001,2023-07
2023-07-15,Product C,31,60,32,5,233.41,0.021,1860,992,39.06,155,868,440.5300000000001,2023-07
2023-07-15,Product D,28,90,48,7,237.65,0.016,2520,1344,40.32,196,1176,702.03,2023-07
2023-07-16,Product A,100,25,13,3,360.92,0.055,2500,1300,137.5,300,1200,401.58,2023-07
2023-07-16,Product B,75,40,23,4,288.55,0.055,3000,1725,165.0,300,1275,521.45,2023-07
